seed,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,aft_loss_distribution,aft_loss_distribution_scale
1,100,4,0.26936330648946194,0.8019701204042934,0.5006060906943656,normal,0.5022254956218397
2,600,4,0.035456246413475334,0.6382477366044362,0.6604578235096901,normal,1.6962527038725324
3,225,4,0.009184987860974447,0.6913803861143664,0.9379498982067979,normal,0.708724219743459
4,425,5,0.005857782329499963,0.9278323227346514,0.9751226121175848,logistic,0.9115954293506767
5,300,10,0.00973272949849879,0.9068662387934591,0.7732282489862389,normal,0.6297885326033077
