seed,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,aft_loss_distribution,aft_loss_distribution_scale
1,200,3,0.013483397824995264,0.8908150865314173,0.6534089073144883,normal,1.0136197094063202
2,600,3,0.009434989915433,0.5924893774714723,0.6401337435908603,normal,0.8108189476363585
3,250,2,0.001558328463960507,0.767716469204104,0.6470950565608443,normal,1.2541010318826955
4,350,7,0.009875359101200281,0.8249025545096711,0.6984500014508663,logistic,1.0633636528813135
5,200,4,0.02013842713189673,0.779668533484193,0.9841722049806056,normal,1.4620145268142781
