cell_name,cohort,has_c1_chg,has_c5_chg,has_c1_dis,has_c5_dis,dop_ok_c1_chg,dop_ok_c5_chg,dop_ok_c1_dis,dop_ok_c5_dis,fit_time_s_total,n_features_success,error_msg
AR4256,AR,true,true,true,true,true,true,true,true,9.710127353668213,6,""
AR4259,AR,true,true,true,true,true,true,true,true,7.46692356467247,6,""
AR4261,AR,true,true,true,true,true,true,true,true,9.265167016535997,6,""
AR4262,AR,true,true,true,true,true,true,true,true,5.858531963080168,6,""
AR4263,AR,true,true,true,true,true,true,true,true,4.5368940606713295,6,""
AR4264,AR,true,true,true,true,true,true,true,true,8.65807555615902,6,""
AR4265,AR,true,true,true,true,true,true,true,true,5.501962766051292,6,""
AR4267,AR,true,true,true,true,true,true,true,true,8.476527094841003,6,""
AR4268,AR,true,true,true,true,true,true,true,true,3.401951164007187,6,""
AR4269,AR,true,true,true,true,true,true,true,true,6.88286255672574,6,""
AR4270,AR,true,true,true,true,true,true,true,true,4.647870991379023,6,""
AR4271,AR,true,true,true,true,true,true,true,true,3.8980650268495083,6,""
AR4272,AR,true,true,true,true,true,true,true,true,8.725831385701895,6,""
AR4273,AR,true,true,true,true,true,true,true,true,4.432028088718653,6,""
AR4275,AR,true,true,true,true,true,true,true,true,4.34692532196641,6,""
AR4276,AR,true,true,true,true,true,true,true,true,6.528430413454771,6,""
AR4277,AR,true,true,true,true,true,true,true,true,10.526368878781796,6,""
AR4278,AR,true,true,true,true,true,true,true,true,9.520824607461691,6,""
AR4282,AR,true,true,true,true,true,true,true,true,6.576010935008526,6,""
AR4284,AR,true,true,true,true,true,true,true,true,7.463757384568453,6,""
AR4289,AR,true,true,true,true,true,true,true,true,5.681920059025288,6,""
AR4292,AR,true,true,true,true,false,true,true,true,6.422865480184555,4,c1_chg:no_dop_peaks
AR4293,AR,true,true,true,true,true,true,true,true,6.143488146364689,6,""
AR4304,AR,true,true,true,true,true,true,true,true,10.815930668264627,6,""
AR4305,AR,true,true,true,true,true,true,true,true,4.963007610291243,6,""
AR4306,AR,true,true,true,true,true,true,true,true,9.310326378792524,6,""
AR4307,AR,true,true,true,true,true,true,true,true,9.455000102519989,6,""
AR4309,AR,true,true,true,true,true,true,true,true,5.941137507557869,6,""
AR4310,AR,true,true,true,true,true,true,true,true,5.620236996561289,6,""
AR4311,AR,true,true,true,true,true,true,true,true,9.147238980978727,6,""
AR4313,AR,true,true,true,true,true,true,true,true,7.371640373021364,6,""
AR4315,AR,true,true,true,true,true,true,true,true,10.302131738513708,6,""
AR4317,AR,true,true,true,true,true,true,true,true,5.150001287460327,6,""
AR4318,AR,true,true,true,true,true,true,true,true,5.027420438826084,6,""
AR4319,AR,true,true,true,true,true,true,true,true,8.786658652126789,6,""
AR4343,AR,true,true,true,true,true,true,true,true,6.7631612084805965,6,""
AR4344,AR,true,true,true,true,true,true,true,true,6.072596300393343,6,""
AR4345,AR,true,true,true,true,true,true,true,true,6.708769924938679,6,""
AR4352,AR,true,true,true,true,true,true,true,true,7.619183033704758,6,""
AR4353,AR,true,true,true,true,true,true,true,true,6.936861604452133,6,""
AR4354,AR,true,true,true,true,true,true,true,true,9.329952396452427,6,""
AR4355,AR,true,true,true,true,true,true,true,true,10.064267635345459,6,""
AR4356,AR,true,true,true,true,true,true,true,true,4.922416057437658,6,""
AR4357,AR,true,true,true,true,true,true,true,true,5.032391302287579,6,""
AR4359,AR,true,true,true,true,true,true,true,true,5.216021541506052,6,""
AR4363,AR,true,true,true,true,true,true,true,true,10.170990474522114,6,""
AR4366,AR,true,true,true,true,true,true,true,true,7.150218233466148,6,""
AR4367,AR,true,true,true,true,true,true,true,true,4.911411635577679,6,""
AR4368,AR,true,true,true,true,true,true,true,true,8.929400641471148,6,""
AR4379,AR,true,true,true,true,true,true,true,true,11.535811863839626,6,""
AR4380,AR,true,true,true,true,true,true,true,true,8.712841492146254,6,""
AR4384,AR,true,true,true,true,true,true,true,true,8.451756361871958,6,""
AR4388,AR,true,true,true,true,true,true,true,true,8.423485562205315,6,""
AR4389,AR,true,true,true,true,true,true,true,true,9.464771162718534,6,""
AR4394,AR,true,true,true,true,true,true,true,true,5.105960693210363,6,""
AR4395,AR,true,true,true,true,true,true,true,true,5.226748779416084,6,""
AR4401,AR,true,true,true,true,true,true,true,true,6.972754076123238,6,""
AR4402,AR,true,true,true,true,true,true,true,true,6.764429498463869,6,""
AR4403,AR,true,true,true,true,true,true,true,true,6.606174390763044,6,""
AR4410,AR,true,true,true,true,true,true,true,true,8.282128278166056,6,""
AR4411,AR,true,true,true,true,true,true,true,true,5.567580092698336,6,""
AR4412,AR,true,true,true,true,true,true,true,true,9.605506520718336,6,""
AR4421,AR,true,true,true,true,true,true,true,true,4.88748174905777,6,""
AR4423,AR,true,true,true,true,true,true,true,true,5.229012776166201,6,""
AR4424,AR,true,true,true,true,true,true,true,true,4.744355857372284,6,""
AR4426,AR,true,true,true,true,true,true,true,true,6.968399088829756,6,""
AR4427,AR,true,true,true,true,true,true,true,true,7.007141299545765,6,""
AR4428,AR,true,true,true,true,true,true,true,true,4.536514211446047,6,""
AR4429,AR,true,true,true,true,true,true,true,true,7.154154796153307,6,""
AR4430,AR,true,true,true,true,true,true,true,true,5.539622418582439,6,""
AR4431,AR,true,true,true,true,true,true,true,true,9.249584399163723,6,""
AR4432,AR,true,true,true,true,true,true,true,true,9.095551051199436,6,""
AR4433,AR,true,true,true,true,true,true,true,true,8.919463016092777,6,""
AR4434,AR,true,true,true,true,true,true,true,true,9.629335954785347,6,""
AR4435,AR,true,true,true,true,true,true,true,true,5.907234527170658,6,""
AR4439,AR,true,true,true,true,true,true,true,true,7.415376573801041,6,""
AR4440,AR,true,true,true,true,true,true,true,true,7.424981575459242,6,""
AR4441,AR,true,true,true,true,true,true,true,true,13.038575686514378,6,""
AR4456,AR,true,true,true,true,true,true,true,true,6.0566719844937325,6,""
AR4478,AR,true,true,true,true,true,true,true,true,7.620452079921961,6,""
AR4479,AR,true,true,true,true,true,true,true,true,6.22470111399889,6,""
AR4480,AR,false,false,false,false,false,false,false,false,0.0,0,missing regular cycle: cd1=None cd5=None
AR4495,AR,true,true,true,true,true,true,true,true,5.530181337147951,6,""
AR4496,AR,true,true,true,true,true,true,true,true,5.894402712583542,6,""
AR4501,AR,true,true,true,true,true,true,true,true,5.462956510484219,6,""
AR4502,AR,true,true,true,true,true,true,true,true,7.464271906763315,6,""
AR4503,AR,true,true,true,true,true,true,true,true,7.604658327996731,6,""
AR4504,AR,false,false,false,false,false,false,false,false,0.0,0,missing regular cycle: cd1=None cd5=None
AR4513,AR,false,false,false,false,false,false,false,false,0.0,0,missing regular cycle: cd1=None cd5=None
AR4515,AR,true,true,true,true,true,true,true,true,6.84710605815053,6,""
AR4516,AR,true,true,true,true,true,true,true,true,6.148482829332352,6,""
AR4526,AR,true,true,true,true,true,true,true,true,5.34591905400157,6,""
AR4527,AR,true,true,true,true,true,true,true,true,4.785435788333416,6,""
AR4530,AR,true,true,true,true,true,true,true,true,8.302760422229767,6,""
AR4531,AR,true,true,true,true,true,true,true,true,6.047644976526499,6,""
AR4532,AR,true,true,true,true,true,true,true,true,4.009508118033409,6,""
AR4534,AR,true,true,true,true,true,true,true,true,11.261109493672848,6,""
AR4535,AR,true,true,true,true,true,true,true,true,8.451421298086643,6,""
AR4536,AR,true,true,true,true,true,true,true,true,8.467873953282833,6,""
AR4544,AR,false,false,false,false,false,false,false,false,0.0,0,missing regular cycle: cd1=None cd5=None
AR4549,AR,true,true,true,true,true,true,true,true,7.518212329596281,6,""
AR4555,AR,true,true,true,true,true,true,true,true,5.641621083021164,6,""
AR4556,AR,true,true,true,true,true,true,true,true,5.095712937414646,6,""
AR4559,AR,true,true,true,true,true,true,true,true,5.030288383364677,6,""
AR4560,AR,true,true,true,true,true,true,true,true,10.721676278859377,6,""
AR4563,AR,true,true,true,true,true,true,true,true,5.361436314880848,6,""
AR4564,AR,true,true,true,true,true,true,true,true,8.431082054972649,6,""
AR4565,AR,true,true,true,true,true,true,true,true,5.622652769088745,6,""
AR4569,AR,true,true,true,true,true,true,true,true,6.903979569673538,6,""
AR4571,AR,true,true,true,true,true,true,true,true,6.7376293912529945,6,""
AR4576,AR,true,true,true,true,true,true,true,true,6.167232628911734,6,""
AR4578,AR,true,true,true,true,true,true,true,true,7.723153978586197,6,""
AR4579,AR,true,true,true,true,true,true,true,true,5.576435595750809,6,""
AR4580,AR,true,true,true,true,true,true,true,true,10.675439842045307,6,""
AR4581,AR,true,true,true,true,true,true,true,true,4.44255131483078,6,""
AR4582,AR,true,true,true,true,true,true,true,true,4.515993297100067,6,""
AR4585,AR,true,true,true,true,true,true,true,true,5.522176280617714,6,""
AR4586,AR,true,true,true,true,true,true,true,true,4.962364014238119,6,""
AR4587,AR,true,true,true,true,true,true,true,true,6.2574860863387585,6,""
AR4588,AR,true,true,true,true,true,true,true,true,4.70660999417305,6,""
AR4593,AR,true,true,true,true,true,true,true,true,4.719724848866463,6,""
AR4594,AR,true,true,true,true,true,true,true,true,7.507940411567688,6,""
AR4595,AR,true,true,true,true,true,true,true,true,4.818997997790575,6,""
AR4597,AR,true,true,true,true,true,true,true,true,5.805875699967146,6,""
AR4598,AR,true,true,true,true,true,true,true,true,8.19137154892087,6,""
AR4600,AR,true,true,true,true,true,true,true,true,10.329035859555006,6,""
AR4601,AR,true,true,true,true,true,true,true,true,8.35876264050603,6,""
AR4602,AR,true,true,true,true,true,true,true,true,6.265974197536707,6,""
AR4615,AR,true,true,true,true,true,true,true,true,4.49075460806489,6,""
AR4628,AR,true,true,true,true,true,true,true,true,8.262863587588072,6,""
AR4643,AR,true,true,true,true,true,true,true,true,7.898982625454664,6,""
AR4644,AR,true,true,true,true,true,true,true,true,5.565758876502514,6,""
AR4664,AR,true,true,true,true,true,true,true,true,9.763743177056313,6,""
AR4666,AR,true,true,true,true,true,true,true,true,9.042921427637339,6,""
AR4696,AR,true,true,true,true,true,true,true,true,10.065391976386309,6,""
R1350,AR,true,true,true,true,true,true,true,true,4.874192848801613,6,""
R1351,AR,true,true,true,true,true,true,true,true,5.591162111610174,6,""
R1352,AR,true,true,true,true,true,true,true,true,6.83483125269413,6,""
R1355,AR,true,true,true,true,true,true,true,true,6.673684407025576,6,""
R1355_AMY25R1355ST1,AR,true,true,true,true,true,true,true,true,6.759541463106871,6,""
