seed,inner_cv_score,tune_objective,test_f1,test_accuracy,test_precision,test_recall,test_n,test_roc_auc,test_auc_0MC,test_auc_AR
1,0.8739612188365651,roc_auc,0.7659574468085106,0.7708333333333334,0.782608695652174,0.75,48.0,0.875,0.9428571428571428,0.8513931888544891
2,0.8546321945213912,roc_auc,0.8571428571428571,0.8541666666666666,0.84,0.875,48.0,0.9340277777777777,1.0,0.9297520661157025
3,0.8464450600184671,roc_auc,0.7111111111111111,0.7291666666666666,0.7619047619047619,0.6666666666666666,48.0,0.8541666666666667,1.0,0.830952380952381
4,0.8822099107417667,roc_auc,0.72,0.7083333333333334,0.6923076923076923,0.75,48.0,0.8402777777777778,1.0,0.8142857142857143
5,0.8569713758079409,roc_auc,0.8627450980392157,0.8541666666666666,0.8148148148148148,0.9166666666666666,48.0,0.9045138888888888,1.0,0.8772727272727272
