seed,N,feature_set,cell_name,cohort,y_true,y_prob,y_pred
4,300,fs_a_only,AR3951,AR,1,0.8187104525121967,1
4,300,fs_a_only,AR3949,AR,1,0.8203229044061666,1
4,300,fs_a_only,0MC2-251029-003,0MC,1,0.6685549497600631,1
4,300,fs_a_only,AR4229,AR,0,0.06438073879993848,0
4,300,fs_a_only,AR4170,AR,1,0.9148862254528345,1
4,300,fs_a_only,AR4318,AR,0,0.45688001798588695,0
4,300,fs_a_only,AR4276,AR,1,0.9212742879024732,1
4,300,fs_a_only,AR4166,AR,0,0.03198720487925609,0
4,300,fs_a_only,0MC2-251111-003,0MC,1,0.8730335955328301,1
4,300,fs_a_only,AR3877,AR,1,0.8060543741458968,1
4,300,fs_a_only,AR3887,AR,1,0.6063277386544048,1
4,300,fs_a_only,AR3864,AR,1,0.8056280612182198,1
4,300,fs_a_only,AR4439,AR,0,0.8518082496782429,1
4,300,fs_a_only,AR4035,AR,1,0.8812132038603455,1
4,300,fs_a_only,0MC2-251222-002,0MC,0,0.037615334828222456,0
4,300,fs_a_only,AR4307,AR,1,0.9019092134821635,1
4,300,fs_a_only,AR4019,AR,0,0.42703996172991093,0
4,300,fs_a_only,AR4232,AR,1,0.9199281457291225,1
4,300,fs_a_only,AR4123,AR,0,0.031630510829824876,0
4,300,fs_a_only,AR4379,AR,1,0.9118896463077101,1
4,300,fs_a_only,AR4128,AR,0,0.8403423251385475,1
4,300,fs_a_only,AR4231,AR,1,0.07453568248912432,0
4,300,fs_a_only,AR4164,AR,0,0.7484553725264071,1
4,300,fs_a_only,0MC2-251222-005,0MC,0,0.5014108918255916,1
4,300,fs_a_only,AR4267,AR,1,0.774132919579518,1
4,300,fs_a_only,AR4233,AR,1,0.8342104628470597,1
4,300,fs_a_only,0MC2-251222-001,0MC,0,0.47942425561530283,0
4,300,fs_a_only,AR4356,AR,0,0.08634202830011033,0
4,300,fs_a_only,0MC8-251113-R002,0MC,1,0.3514486934817951,0
4,300,fs_a_only,AR4313,AR,1,0.8086660019887074,1
4,300,fs_a_plus_cap_c5,AR4581,AR,0,0.7242555940954737,1
4,300,fs_a_plus_cap_c5,AR4053,AR,1,0.9659647935406523,1
4,300,fs_a_plus_cap_c5,AR4278,AR,1,0.29036026806769816,0
4,300,fs_a_plus_cap_c5,AR4239,AR,0,0.0038909906923262003,0
4,300,fs_a_plus_cap_c5,R1350,AR,1,0.1886640412620037,0
4,300,fs_a_plus_cap_c5,AR4259,AR,1,0.5046302540316105,1
4,300,fs_a_plus_cap_c5,AR3921,AR,1,0.9724220823514612,1
4,300,fs_a_plus_cap_c5,AR4479,AR,0,0.8932093330309795,1
4,300,fs_a_plus_cap_c5,AR4273,AR,1,0.19709900501620167,0
4,300,fs_a_plus_cap_c5,AR4144,AR,1,0.9819131840453149,1
4,300,fs_a_plus_cap_c5,0MC2-251022-001,0MC,1,0.6614716497849508,1
4,300,fs_a_plus_cap_c5,AR3918,AR,1,0.9492345424220494,1
4,300,fs_a_plus_cap_c5,AR3966,AR,1,0.9744163326510785,1
4,300,fs_a_plus_cap_c5,AR4086,AR,1,0.9842510829444021,1
4,300,fs_a_plus_cap_c5,AR4549,AR,1,0.833324198695968,1
4,300,fs_a_plus_cap_c5,AR4021,AR,0,0.0459289796300538,0
4,300,fs_a_plus_cap_c5,0MC6-260108-R001,0MC,0,0.23099937216262134,0
4,300,fs_a_plus_cap_c5,AR4598,AR,0,0.0012273016411081293,0
4,300,fs_a_plus_cap_c5,AR4195,AR,0,0.610300502236753,1
4,300,fs_a_plus_cap_c5,AR4359,AR,1,0.8772225046007628,1
4,300,fs_a_plus_cap_c5,0MC8-251216-R001,0MC,1,0.579404875748753,1
4,300,fs_a_plus_cap_c5,AR3951,AR,1,0.9288205439040377,1
4,300,fs_a_plus_cap_c5,AR3949,AR,1,0.968017662999714,1
4,300,fs_a_plus_cap_c5,0MC2-251029-003,0MC,1,0.8528911491214046,1
4,300,fs_a_plus_cap_c5,AR4229,AR,0,0.0948345647468403,0
4,300,fs_a_plus_cap_c5,AR4170,AR,1,0.8299735626737946,1
4,300,fs_a_plus_cap_c5,AR4318,AR,0,0.11764604128915133,0
4,300,fs_a_plus_cap_c5,AR4276,AR,1,0.9834789408819968,1
4,300,fs_a_plus_cap_c5,AR4166,AR,0,0.0010468503555266708,0
4,300,fs_a_plus_cap_c5,0MC2-251111-003,0MC,1,0.9790839514709605,1
4,300,fs_a_plus_cap_c5,AR3877,AR,1,0.9604801150728175,1
4,300,fs_a_plus_cap_c5,AR3887,AR,1,0.8954136157920446,1
4,300,fs_a_plus_cap_c5,AR3864,AR,1,0.78375212740389,1
4,300,fs_a_plus_cap_c5,AR4439,AR,0,0.7339918557865347,1
4,300,fs_a_plus_cap_c5,AR4035,AR,1,0.9457951679980203,1
4,300,fs_a_plus_cap_c5,0MC2-251222-002,0MC,0,0.10814654422958006,0
4,300,fs_a_plus_cap_c5,AR4307,AR,1,0.9697013631211178,1
4,300,fs_a_plus_cap_c5,AR4019,AR,0,0.283090428166872,0
4,300,fs_a_plus_cap_c5,AR4232,AR,1,0.9707839681466763,1
4,300,fs_a_plus_cap_c5,AR4123,AR,0,0.0007940318115423739,0
4,300,fs_a_plus_cap_c5,AR4379,AR,1,0.7765561258785741,1
4,300,fs_a_plus_cap_c5,AR4128,AR,0,0.9202409003035404,1
4,300,fs_a_plus_cap_c5,AR4231,AR,1,0.33919267661008784,0
4,300,fs_a_plus_cap_c5,AR4164,AR,0,0.7920910563257145,1
4,300,fs_a_plus_cap_c5,0MC2-251222-005,0MC,0,0.5449571429680581,1
4,300,fs_a_plus_cap_c5,AR4267,AR,1,0.897444293394903,1
4,300,fs_a_plus_cap_c5,AR4233,AR,1,0.9520078209319047,1
4,300,fs_a_plus_cap_c5,0MC2-251222-001,0MC,0,0.6517748636206555,1
4,300,fs_a_plus_cap_c5,AR4356,AR,0,0.0030837677732712793,0
4,300,fs_a_plus_cap_c5,0MC8-251113-R002,0MC,1,0.48580026657477965,0
4,300,fs_a_plus_cap_c5,AR4313,AR,1,0.5755794871525768,1
4,400,fs_a_only,AR4146,AR,1,0.90165093221561,1
4,400,fs_a_only,AR4020,AR,0,0.14871102657370655,0
4,400,fs_a_only,0MC2-251022-001,0MC,0,0.1354773290838528,0
4,400,fs_a_only,AR3923,AR,1,0.898988868150169,1
4,400,fs_a_only,AR3917,AR,1,0.7833402186444804,1
4,400,fs_a_only,AR4289,AR,1,0.7733305996568001,1
4,400,fs_a_only,AR4023,AR,0,0.481015864709458,0
4,400,fs_a_only,AR4598,AR,0,0.02577176370885236,0
4,400,fs_a_only,AR4123,AR,0,0.014655055513573961,0
4,400,fs_a_only,AR4169,AR,0,0.014681435213782143,0
4,400,fs_a_only,0MC2-251029-001,0MC,1,0.5360513775504732,1
4,400,fs_a_only,AR4581,AR,0,0.9015986440867908,1
4,400,fs_a_only,AR4166,AR,0,0.02068001695504747,0
4,400,fs_a_only,AR3774,AR,1,0.656372064503016,1
4,400,fs_a_only,0MC2-251222-002,0MC,0,0.13219967227581306,0
4,400,fs_a_only,AR3982,AR,0,0.2794257979577452,0
4,400,fs_a_only,AR4098,AR,1,0.8975501062824213,1
4,400,fs_a_only,AR4427,AR,0,0.02230251472487442,0
4,400,fs_a_only,0MC8-251113-R001,0MC,1,0.482953660147015,0
4,400,fs_a_only,AR4273,AR,1,0.18367819446092798,0
4,400,fs_a_only,AR4532,AR,0,0.779561898563288,1
4,400,fs_a_only,AR3951,AR,1,0.869455966505481,1
4,400,fs_a_only,AR4357,AR,0,0.01114095524372775,0
4,400,fs_a_only,AR3985,AR,0,0.2603388347199004,0
4,400,fs_a_only,0MC2-251107-010,0MC,1,0.6126389618679645,1
4,400,fs_a_only,AR4380,AR,1,0.5201400079557503,1
4,400,fs_a_only,AR4433,AR,0,0.16197572933327647,0
4,400,fs_a_only,AR4434,AR,0,0.6936010879204605,1
4,400,fs_a_only,AR4217,AR,1,0.8372739304405423,1
4,400,fs_a_only,AR4412,AR,0,0.03399238271597675,0
4,400,fs_a_only,AR4181,AR,1,0.8249780886733038,1
4,400,fs_a_only,AR3973,AR,0,0.1488200191359851,0
4,400,fs_a_only,AR3963,AR,1,0.8497354666916725,1
4,400,fs_a_only,AR3966,AR,1,0.8627873841092374,1
4,400,fs_a_only,AR4084,AR,0,0.609340511940891,1
4,400,fs_a_only,AR4306,AR,0,0.14590400696890626,0
4,400,fs_a_only,AR4309,AR,1,0.8535330919851308,1
4,400,fs_a_only,AR3887,AR,1,0.3169933208067128,0
4,400,fs_a_only,AR3976,AR,0,0.8581686911703951,1
4,400,fs_a_only,AR3924,AR,1,0.8850189928816655,1
4,400,fs_a_only,AR4115,AR,0,0.007363283150682416,0
4,400,fs_a_only,AR-3423,AR,1,0.7689166941308999,1
4,400,fs_a_only,0MC2-251022-002,0MC,0,0.11198660224130981,0
4,400,fs_a_only,AR4432,AR,0,0.020264968344269826,0
4,400,fs_a_only,AR3886,AR,1,0.7686326974542237,1
4,400,fs_a_only,AR4198,AR,1,0.37434888060142324,0
4,400,fs_a_only,0MC20-251126-R002,0MC,0,0.05438250844708587,0
4,400,fs_a_only,AR4307,AR,1,0.788542412903145,1
4,400,fs_a_only,AR4270,AR,1,0.8048704353398578,1
4,400,fs_a_plus_cap_c5,AR4146,AR,1,0.77520503977806,1
4,400,fs_a_plus_cap_c5,AR4020,AR,0,0.009429658653464965,0
4,400,fs_a_plus_cap_c5,0MC2-251022-001,0MC,0,0.13173769079462183,0
4,400,fs_a_plus_cap_c5,AR3923,AR,1,0.9736530539395768,1
4,400,fs_a_plus_cap_c5,AR3917,AR,1,0.9320394894312052,1
4,400,fs_a_plus_cap_c5,AR4289,AR,1,0.8277585430000194,1
4,400,fs_a_plus_cap_c5,AR4023,AR,0,0.3198259621374919,0
4,400,fs_a_plus_cap_c5,AR4598,AR,0,2.799464725132003e-06,0
4,400,fs_a_plus_cap_c5,AR4123,AR,0,2.6224133591676837e-06,0
4,400,fs_a_plus_cap_c5,AR4169,AR,0,9.905016597377143e-06,0
4,400,fs_a_plus_cap_c5,0MC2-251029-001,0MC,1,0.8355194504997603,1
4,400,fs_a_plus_cap_c5,AR4581,AR,0,0.7162129201212992,1
4,400,fs_a_plus_cap_c5,AR4166,AR,0,1.5251057067027995e-06,0
4,400,fs_a_plus_cap_c5,AR3774,AR,1,0.5959524287226734,1
4,400,fs_a_plus_cap_c5,0MC2-251222-002,0MC,0,0.5095402054364897,1
4,400,fs_a_plus_cap_c5,AR3982,AR,0,0.006129708076977578,0
4,400,fs_a_plus_cap_c5,AR4098,AR,1,0.9803581196263415,1
4,400,fs_a_plus_cap_c5,AR4427,AR,0,0.00047006710948566734,0
4,400,fs_a_plus_cap_c5,0MC8-251113-R001,0MC,1,0.5592052749172853,1
4,400,fs_a_plus_cap_c5,AR4273,AR,1,0.06108159292956015,0
4,400,fs_a_plus_cap_c5,AR4532,AR,0,0.9793692117973231,1
4,400,fs_a_plus_cap_c5,AR3951,AR,1,0.9245193353055627,1
4,400,fs_a_plus_cap_c5,AR4357,AR,0,3.971948058271972e-06,0
4,400,fs_a_plus_cap_c5,AR3985,AR,0,0.017781907013013326,0
4,400,fs_a_plus_cap_c5,0MC2-251107-010,0MC,1,0.9187495926918818,1
4,400,fs_a_plus_cap_c5,AR4380,AR,1,0.42424961167205566,0
4,400,fs_a_plus_cap_c5,AR4433,AR,0,0.07001153610878966,0
4,400,fs_a_plus_cap_c5,AR4434,AR,0,0.8928027911282617,1
4,400,fs_a_plus_cap_c5,AR4217,AR,1,0.7783739595917922,1
4,400,fs_a_plus_cap_c5,AR4412,AR,0,0.09213458526974189,0
4,400,fs_a_plus_cap_c5,AR4181,AR,1,0.8760248289166759,1
4,400,fs_a_plus_cap_c5,AR3973,AR,0,0.00041741024924950835,0
4,400,fs_a_plus_cap_c5,AR3963,AR,1,0.9689688495791223,1
4,400,fs_a_plus_cap_c5,AR3966,AR,1,0.9127773378457998,1
4,400,fs_a_plus_cap_c5,AR4084,AR,0,0.5393718720336554,1
4,400,fs_a_plus_cap_c5,AR4306,AR,0,0.0008590680290617457,0
4,400,fs_a_plus_cap_c5,AR4309,AR,1,0.9679438670196279,1
4,400,fs_a_plus_cap_c5,AR3887,AR,1,0.9722427805007676,1
4,400,fs_a_plus_cap_c5,AR3976,AR,0,0.9496060342840916,1
4,400,fs_a_plus_cap_c5,AR3924,AR,1,0.9781412795952985,1
4,400,fs_a_plus_cap_c5,AR4115,AR,0,0.0017445299356067142,0
4,400,fs_a_plus_cap_c5,AR-3423,AR,1,0.8441899445921182,1
4,400,fs_a_plus_cap_c5,0MC2-251022-002,0MC,0,0.27502005116222267,0
4,400,fs_a_plus_cap_c5,AR4432,AR,0,1.766783965638099e-06,0
4,400,fs_a_plus_cap_c5,AR3886,AR,1,0.9687516414554574,1
4,400,fs_a_plus_cap_c5,AR4198,AR,1,0.06877412169262614,0
4,400,fs_a_plus_cap_c5,0MC20-251126-R002,0MC,0,0.0018697024279988655,0
4,400,fs_a_plus_cap_c5,AR4307,AR,1,0.654991224326573,1
4,400,fs_a_plus_cap_c5,AR4270,AR,1,0.7975931794801282,1
