seed,N,feature_set,cell_name,cohort,y_true,y_prob,y_pred
1,200,fs_a_only,AR4020,AR,0,0.44310218739541285,0
1,200,fs_a_only,AR3977,AR,0,0.28232341932959476,0
1,200,fs_a_only,AR-3422,AR,1,0.9378434703019618,1
1,200,fs_a_only,AR4055,AR,1,0.9605321951188237,1
1,200,fs_a_only,AR4233,AR,1,0.9383470033346912,1
1,200,fs_a_only,AR3967,AR,1,0.8359573311041664,1
1,200,fs_a_only,R1355_AMY25R1355ST1,AR,1,0.7380226623341243,1
1,200,fs_a_only,AR4304,AR,0,0.4791425426082543,0
1,200,fs_a_only,0MC2-251022-003,0MC,1,0.9069473847989552,1
1,200,fs_a_only,AR4367,AR,1,0.9598294468699429,1
1,200,fs_a_only,AR4185,AR,1,0.9434425201066822,1
1,200,fs_a_only,AR3773,AR,1,0.9378842078407493,1
1,200,fs_a_only,0MC6-260317-R001,0MC,0,0.1789571352775266,0
1,200,fs_a_only,AR4531,AR,1,0.8032492301639917,1
1,200,fs_a_only,AR4110,AR,1,0.9485377237993988,1
1,200,fs_a_only,AR4427,AR,0,0.13743196323512075,0
1,200,fs_a_only,0MC20-251126-R002,0MC,0,0.17381826753145846,0
1,200,fs_a_only,0MC2-251111-003,0MC,1,0.9595029672235016,1
1,200,fs_a_only,AR4242,AR,1,0.2998839076151396,0
1,200,fs_a_only,AR4216,AR,0,0.6073231721111614,1
1,200,fs_a_only,AR3949,AR,1,0.926758702553686,1
1,200,fs_a_only,AR3972,AR,1,0.9598804593287618,1
1,200,fs_a_only,AR4433,AR,0,0.5661680394643469,1
1,200,fs_a_only,0MC20-251126-R003,0MC,0,0.07134482686310367,0
1,200,fs_a_only,0MC2-251029-003,0MC,1,0.9204594407579156,1
1,200,fs_a_only,0MC8-251113-R002,0MC,1,0.731969368408338,1
1,200,fs_a_only,AR3951,AR,1,0.9354268619124798,1
1,200,fs_a_only,AR4282,AR,1,0.937253179033491,1
1,200,fs_a_only,AR4162,AR,1,0.9256756954831278,1
1,200,fs_a_only,AR4516,AR,1,0.9259882082135037,1
1,200,fs_a_only,AR4284,AR,1,0.9627795259730931,1
1,200,fs_a_only,AR3950,AR,1,0.9352201986012479,1
1,200,fs_a_only,AR4440,AR,1,0.9599911824865172,1
1,200,fs_a_only,AR4273,AR,1,0.24747736591550507,0
1,200,fs_a_only,AR3944,AR,1,0.33209719121668124,0
1,200,fs_a_only,0MC2-251222-002,0MC,0,0.25238310337221476,0
1,200,fs_a_only,0MC6-260108-R001,0MC,1,0.8100933375289521,1
1,200,fs_a_only,AR3952,AR,0,0.05927996963076344,0
1,200,fs_a_only,0MC2-251029-002,0MC,1,0.9595754560672449,1
1,200,fs_a_only,AR3883,AR,1,0.9444260835144791,1
1,200,fs_a_only,AR4199,AR,1,0.9309466549937132,1
1,200,fs_a_only,R1350,AR,1,0.30121469793109845,0
1,200,fs_a_only,AR3891,AR,1,0.7231059976071876,1
1,200,fs_a_only,AR4259,AR,1,0.9368888171421851,1
1,200,fs_a_only,AR3684,AR,1,0.9576641141734492,1
1,200,fs_a_only,AR3872,AR,1,0.9291488924686412,1
1,200,fs_a_only,AR4148,AR,1,0.9607818557455885,1
1,200,fs_a_only,0MC6-260317-R005,0MC,1,0.8128136452137904,1
1,200,fs_a_only,AR4276,AR,1,0.9609380368244529,1
1,200,fs_a_only,AR3918,AR,1,0.9287425227906724,1
1,200,fs_a_only,0MC20-251121-R001,0MC,0,0.29326565075532673,0
1,200,fs_a_only,AR4164,AR,1,0.7405728616377363,1
1,200,fs_a_only,AR4598,AR,0,0.09109253392170838,0
1,200,fs_a_only,AR3993,AR,1,0.9590947651132842,1
1,200,fs_a_only,AR4072,AR,1,0.9437081302355503,1
1,200,fs_a_only,AR3867,AR,1,0.9410419027672474,1
1,200,fs_a_only,0MC2-251022-004,0MC,1,0.9553296287837356,1
1,200,fs_a_only,AR4441,AR,1,0.9577846181566815,1
1,200,fs_a_only,AR4319,AR,0,0.72809530014298,1
1,200,fs_a_plus_cap_c5,AR4020,AR,0,0.22868526437491954,0
1,200,fs_a_plus_cap_c5,AR3977,AR,0,0.0969747223907097,0
1,200,fs_a_plus_cap_c5,AR-3422,AR,1,0.959943695376487,1
1,200,fs_a_plus_cap_c5,AR4055,AR,1,0.9885406999050333,1
1,200,fs_a_plus_cap_c5,AR4233,AR,1,0.9724041700655289,1
1,200,fs_a_plus_cap_c5,AR3967,AR,1,0.902651110591304,1
1,200,fs_a_plus_cap_c5,R1355_AMY25R1355ST1,AR,1,0.5758917439966447,1
1,200,fs_a_plus_cap_c5,AR4304,AR,0,0.29846871499030814,0
1,200,fs_a_plus_cap_c5,0MC2-251022-003,0MC,1,0.8950584839313037,1
1,200,fs_a_plus_cap_c5,AR4367,AR,1,0.9890287571695451,1
1,200,fs_a_plus_cap_c5,AR4185,AR,1,0.8903496072162902,1
1,200,fs_a_plus_cap_c5,AR3773,AR,1,0.9735357080764291,1
1,200,fs_a_plus_cap_c5,0MC6-260317-R001,0MC,0,0.31547005014672047,0
1,200,fs_a_plus_cap_c5,AR4531,AR,1,0.9255494512724839,1
1,200,fs_a_plus_cap_c5,AR4110,AR,1,0.9704478865756873,1
1,200,fs_a_plus_cap_c5,AR4427,AR,0,0.07381015134695618,0
1,200,fs_a_plus_cap_c5,0MC20-251126-R002,0MC,0,0.23629366890762302,0
1,200,fs_a_plus_cap_c5,0MC2-251111-003,0MC,1,0.978185218434026,1
1,200,fs_a_plus_cap_c5,AR4242,AR,1,0.20914380078852357,0
1,200,fs_a_plus_cap_c5,AR4216,AR,0,0.7317150614402718,1
1,200,fs_a_plus_cap_c5,AR3949,AR,1,0.8654567632136876,1
1,200,fs_a_plus_cap_c5,AR3972,AR,1,0.9556460366923689,1
1,200,fs_a_plus_cap_c5,AR4433,AR,0,0.37978999326986423,0
1,200,fs_a_plus_cap_c5,0MC20-251126-R003,0MC,0,0.15666504008646392,0
1,200,fs_a_plus_cap_c5,0MC2-251029-003,0MC,1,0.9344766575959832,1
1,200,fs_a_plus_cap_c5,0MC8-251113-R002,0MC,1,0.6325317759033826,1
1,200,fs_a_plus_cap_c5,AR3951,AR,1,0.926153176514523,1
1,200,fs_a_plus_cap_c5,AR4282,AR,1,0.9690848966493312,1
1,200,fs_a_plus_cap_c5,AR4162,AR,1,0.9186427864251345,1
1,200,fs_a_plus_cap_c5,AR4516,AR,1,0.8899630945182144,1
1,200,fs_a_plus_cap_c5,AR4284,AR,1,0.9871800635890313,1
1,200,fs_a_plus_cap_c5,AR3950,AR,1,0.935532995437048,1
1,200,fs_a_plus_cap_c5,AR4440,AR,1,0.967223016219454,1
1,200,fs_a_plus_cap_c5,AR4273,AR,1,0.1023551130228679,0
1,200,fs_a_plus_cap_c5,AR3944,AR,1,0.11044435354423178,0
1,200,fs_a_plus_cap_c5,0MC2-251222-002,0MC,0,0.29921408469961225,0
1,200,fs_a_plus_cap_c5,0MC6-260108-R001,0MC,1,0.8711368746689724,1
1,200,fs_a_plus_cap_c5,AR3952,AR,0,0.017220411734346804,0
1,200,fs_a_plus_cap_c5,0MC2-251029-002,0MC,1,0.9781894729545334,1
1,200,fs_a_plus_cap_c5,AR3883,AR,1,0.9817367961392486,1
1,200,fs_a_plus_cap_c5,AR4199,AR,1,0.973305118541057,1
1,200,fs_a_plus_cap_c5,R1350,AR,1,0.34715566792367936,0
1,200,fs_a_plus_cap_c5,AR3891,AR,1,0.6777848139211202,1
1,200,fs_a_plus_cap_c5,AR4259,AR,1,0.9121536836964043,1
1,200,fs_a_plus_cap_c5,AR3684,AR,1,0.987213792074098,1
1,200,fs_a_plus_cap_c5,AR3872,AR,1,0.9890127959884726,1
1,200,fs_a_plus_cap_c5,AR4148,AR,1,0.9890191416147152,1
1,200,fs_a_plus_cap_c5,0MC6-260317-R005,0MC,1,0.7836867559538035,1
1,200,fs_a_plus_cap_c5,AR4276,AR,1,0.9907853339273631,1
1,200,fs_a_plus_cap_c5,AR3918,AR,1,0.9612501418625731,1
1,200,fs_a_plus_cap_c5,0MC20-251121-R001,0MC,0,0.4734608404749225,0
1,200,fs_a_plus_cap_c5,AR4164,AR,1,0.7677382388840881,1
1,200,fs_a_plus_cap_c5,AR4598,AR,0,0.014831628714923164,0
1,200,fs_a_plus_cap_c5,AR3993,AR,1,0.9808979189064223,1
1,200,fs_a_plus_cap_c5,AR4072,AR,1,0.9842691268068476,1
1,200,fs_a_plus_cap_c5,AR3867,AR,1,0.969142402843539,1
1,200,fs_a_plus_cap_c5,0MC2-251022-004,0MC,1,0.9728575792440024,1
1,200,fs_a_plus_cap_c5,AR4441,AR,1,0.9773242415624146,1
1,200,fs_a_plus_cap_c5,AR4319,AR,0,0.3029405222790358,0
1,300,fs_a_only,AR3978,AR,0,0.36911103684918556,0
1,300,fs_a_only,AR4130,AR,1,0.805813491362083,1
