seed,N,feature_set,cell_name,cohort,y_true,y_prob,y_pred
2,200,fs_a_only,R1355_AMY25R1355ST1,AR,1,0.6463055955916408,1
2,200,fs_a_only,AR4146,AR,1,0.9752682156671711,1
2,200,fs_a_only,0MC20-251126-R001,0MC,1,0.208972332245925,0
2,200,fs_a_only,AR3985,AR,0,0.4116323327039407,0
2,200,fs_a_only,AR4230,AR,1,0.19410543808838177,0
2,200,fs_a_only,0MC2-251022-001,0MC,1,0.7256717797632626,1
2,200,fs_a_only,AR4199,AR,1,0.9307585113593753,1
2,200,fs_a_only,AR4536,AR,1,0.9818249529804697,1
2,200,fs_a_only,AR3883,AR,1,0.9835199957976972,1
2,200,fs_a_only,AR4560,AR,1,0.9856923376611466,1
2,200,fs_a_only,0MC8-251216-R001,0MC,1,0.8559396186996707,1
2,200,fs_a_only,AR3887,AR,1,0.8267293259816106,1
2,200,fs_a_only,AR4586,AR,1,0.9079790528763825,1
2,200,fs_a_only,AR4565,AR,1,0.9858217498402675,1
2,200,fs_a_only,AR3886,AR,1,0.799300231202817,1
2,200,fs_a_only,AR4527,AR,1,0.9851756964876448,1
2,200,fs_a_only,AR3915,AR,1,0.6081474935209229,1
2,200,fs_a_only,0MC40-260115-R001,0MC,1,0.8801292024219092,1
2,200,fs_a_only,AR3914,AR,1,0.9825805988141688,1
2,200,fs_a_only,AR4055,AR,1,0.9855564996949565,1
2,200,fs_a_only,AR4352,AR,1,0.9374914718891343,1
2,200,fs_a_only,AR4292,AR,0,0.24801057764717363,0
2,200,fs_a_only,AR4148,AR,1,0.9852324128569725,1
2,200,fs_a_only,AR3776,AR,1,0.4639747792776625,0
2,200,fs_a_only,AR3971,AR,1,0.9522555265232717,1
2,200,fs_a_only,AR4271,AR,1,0.8966654671842134,1
2,200,fs_a_only,AR4307,AR,1,0.9745840558904741,1
2,200,fs_a_only,AR3983,AR,0,0.24408694190924546,0
2,200,fs_a_only,AR4123,AR,0,0.08497210188422735,0
2,200,fs_a_only,AR4232,AR,1,0.9856258410191024,1
2,200,fs_a_only,AR4233,AR,1,0.9449416561322371,1
2,200,fs_a_only,0MC20-251126-R003,0MC,0,0.10010347835255429,0
2,200,fs_a_only,AR4021,AR,0,0.23588783360928672,0
2,200,fs_a_only,AR4282,AR,1,0.9698107400705231,1
2,200,fs_a_only,AR4166,AR,0,0.08427478947668081,0
2,200,fs_a_only,AR4240,AR,1,0.9718602310457007,1
2,200,fs_a_only,AR3964,AR,1,0.9857083313957586,1
2,200,fs_a_only,AR3993,AR,1,0.9847823410424581,1
2,200,fs_a_only,AR4261,AR,0,0.10859373427273382,0
2,200,fs_a_only,AR3911,AR,1,0.57556568592539,1
2,200,fs_a_only,R1350,AR,1,0.2413748214617842,0
2,200,fs_a_only,AR4432,AR,0,0.07812948007444333,0
2,200,fs_a_only,AR4530,AR,1,0.6510410026572021,1
2,200,fs_a_only,AR4532,AR,1,0.8764775070594643,1
2,200,fs_a_only,AR4318,AR,0,0.6611879486743492,1
2,200,fs_a_only,AR3921,AR,1,0.9156134637550963,1
2,200,fs_a_only,AR4306,AR,0,0.27233124093436156,0
2,200,fs_a_only,AR3982,AR,0,0.37883123290802456,0
2,200,fs_a_only,AR3909,AR,1,0.8769934742566391,1
2,200,fs_a_only,AR3974,AR,0,0.3017467238173051,0
2,200,fs_a_only,AR3972,AR,1,0.9788337895193899,1
2,200,fs_a_only,AR3865,AR,0,0.7073227761889764,1
2,200,fs_a_only,AR3867,AR,1,0.9437638250527507,1
2,200,fs_a_only,0MC8-251209-R002,0MC,1,0.7736646837272151,1
2,200,fs_a_only,AR4039,AR,1,0.9742264127693668,1
2,200,fs_a_only,0MC2-251222-006,0MC,1,0.8041984626557025,1
2,200,fs_a_only,AR3923,AR,1,0.9687174876110574,1
2,200,fs_a_only,AR4167,AR,1,0.9412644460170493,1
2,200,fs_a_only,AR4559,AR,1,0.9748680490678858,1
2,200,fs_a_plus_cap_c5,R1355_AMY25R1355ST1,AR,1,0.6957473841433615,1
2,200,fs_a_plus_cap_c5,AR4146,AR,1,0.9928648603841942,1
2,200,fs_a_plus_cap_c5,0MC20-251126-R001,0MC,1,0.220901940910234,0
2,200,fs_a_plus_cap_c5,AR3985,AR,0,0.11549339936069346,0
2,200,fs_a_plus_cap_c5,AR4230,AR,1,0.3273721412081219,0
2,200,fs_a_plus_cap_c5,0MC2-251022-001,0MC,1,0.7486573736016287,1
2,200,fs_a_plus_cap_c5,AR4199,AR,1,0.9824603179940479,1
2,200,fs_a_plus_cap_c5,AR4536,AR,1,0.992479805562898,1
2,200,fs_a_plus_cap_c5,AR3883,AR,1,0.9947070673517043,1
