cell_name,cohort,dqv_norm_c5_c1_var_log10,dqv_norm_c5_c1_min,dqv_norm_c5_c1_mean,dqv_norm_c5_c1_skew
0MC6-260402-R005,0MC,-5.11382060882576,-0.006300522361064162,-0.0037233631496342233,1.2291355463995375
0MC6-260402-R006,0MC,-5.356452652523324,-0.006547326043762853,-0.004488395040038602,1.312952040098136
0MC6-260402-R007,0MC,-5.378345281965698,-0.006277075198799386,-0.0007231795560689876,-0.8572066100463848
0MC6-260402-R008,0MC,-5.044491241313172,-0.00799318163419395,-0.004667264727206125,0.9175830859415056
0MC6-260402-R009,0MC,-5.355334546167941,-0.006583735190960399,-0.0017065650131290017,-0.5583599218132681
0MC6-260402-R010,0MC,-5.472662559410233,-0.0058331976108284105,-0.00009273559695263404,-1.0906201260323887
0MC6-260402-R011,0MC,-5.348875340079268,-0.011528884274823953,-0.007038356907161548,0.029425356731907912
0MC6-260402-R012,0MC,-4.9294443468979585,-0.00562901934251317,0.0007682094610440244,0.47380045876695737
0MC6-260402-R013,0MC,-4.913687852062719,-0.01255473706589453,-0.004535534960994756,-0.7422459175841055
0MC6-260402-R014,0MC,-5.015027563749929,-0.007576373687986942,-0.003572095773428509,0.2719032214502587
0MC6-260402-R015,0MC,-5.19754691052807,-0.012444846587635453,-0.006323589455651837,-0.6431247615956025
0MC6-260403-R001,0MC,-4.683723904436726,-0.005121315735744811,-1.0212555720857712e-6,0.4226656222492028
0MC6-260403-R002,0MC,-5.421906262451456,-0.00591369593761409,-0.002427308458340017,1.0735269769345397
0MC6-260403-R003,0MC,-4.771375012636148,-0.02013869335670662,-0.010364778031654545,-0.8543896247394664
0MC6-260430-R001,0MC,-5.15913482348194,-0.008664229792180657,-0.005693658214171541,0.4629816896401382
0MC6-260430-R002,0MC,-5.40243313822736,-0.011929981828583746,-0.0072793672235632306,0.16221320524444302
0MC6-260430-R003,0MC,-3.701311873822455,-0.004691089068015512,0.016139114043919107,0.6491196261441053
0MC6-260430-R004,0MC,-3.7035589767164474,-0.007289458932125661,0.010839598927104661,0.7200441437253898
0MC6-260430-R005,0MC,-4.257346663891309,-0.04964062915645431,-0.034670943038738834,-0.21167956543203637
0MC6-260430-R006,0MC,-5.499586655817966,-0.01192612678318863,-0.007113108434685156,0.43404144042388737
0MC6-260513-R001,0MC,-5.313338600118282,-0.006654779726891602,-0.0036483457980147397,0.6169294933792738
0MC6-260513-R002,0MC,-5.423983746378136,-0.0073504421419128465,-0.0038755764670897427,0.4342603414814778
0MC6-260513-R003,0MC,-5.1715737798286545,-0.00690367336278563,-0.003738371885813144,0.6339675367835732
0MC6-260513-R004,0MC,-5.005302909503239,-0.00792146719306516,-0.004727710343865898,0.785088769365459
0MC6-260513-R005,0MC,-5.0468423299763465,-0.008157423026407831,-0.004201318952823962,1.0641686779424762
0MC6-260513-R006,0MC,-5.2932221224593565,-0.006322790956051091,-0.0030913157900891173,0.6459727884640473
0MC6-260513-R007,0MC,-5.088037698307611,-0.006934461100436114,-0.0030940613793820205,0.7519724705506688
0MC6-260513-R008,0MC,-5.169201715990251,-0.0068823582758586995,-0.004069927254469466,0.5869562217502075
0MC6-260513-R009,0MC,-5.376618843720145,-0.0073704673172639325,-0.00366854287800646,0.5186998564613614
