model,task,feature_subset,N,baseline_cycle,n_seeds,n_rows,run_dir,metric,value
rsf,survival,fs_cv,300,1,5,415,out/runs/survival/rsf__survival__N300__A2.2_b1__fs_cv__20260516T193229Z,test_c_index_std,0.021331097502515613
rsf,survival,fs_cv,300,1,5,415,out/runs/survival/rsf__survival__N300__A2.2_b1__fs_cv__20260516T193229Z,test_auc_at_200_mean,0.9211822117276662
rsf,survival,fs_cv,300,1,5,415,out/runs/survival/rsf__survival__N300__A2.2_b1__fs_cv__20260516T193229Z,test_auc_at_200_std,0.03183018505717356
rsf,survival,fs_cv,300,1,5,415,out/runs/survival/rsf__survival__N300__A2.2_b1__fs_cv__20260516T193229Z,test_auc_at_300_mean,0.8787809533222287
rsf,survival,fs_cv,300,1,5,415,out/runs/survival/rsf__survival__N300__A2.2_b1__fs_cv__20260516T193229Z,test_auc_at_300_std,0.04829898979658872
rsf,survival,fs_cv,300,1,5,415,out/runs/survival/rsf__survival__N300__A2.2_b1__fs_cv__20260516T193229Z,test_auc_at_400_mean,0.860654460147023
rsf,survival,fs_cv,300,1,5,415,out/runs/survival/rsf__survival__N300__A2.2_b1__fs_cv__20260516T193229Z,test_auc_at_400_std,0.04372797425533471
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,n_rows,415.0
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,n_seeds,5.0
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,test_c_index_mean,0.7778278949932973
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,test_c_index_std,0.024275340222336378
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,test_auc_at_200_mean,0.9006918536009445
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,test_auc_at_200_std,0.04618012627476219
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,test_auc_at_300_mean,0.8312101115620119
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,test_auc_at_300_std,0.03680265198647045
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,test_auc_at_400_mean,0.8262340192225774
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all,test_auc_at_400_std,0.04479703456957797
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,n_rows,415.0
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,n_seeds,5.0
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,test_c_index_mean,0.7778278949932973
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,test_c_index_std,0.024275340222336378
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,test_auc_at_200_mean,0.9006918536009445
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,test_auc_at_200_std,0.04618012627476219
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,test_auc_at_300_mean,0.8312101115620119
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,test_auc_at_300_std,0.03680265198647045
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,test_auc_at_400_mean,0.8262340192225774
xgb_aft,survival,fs_all,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_all__20260516T231052Z,test_auc_at_400_std,0.04479703456957797
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,n_rows,415.0
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,n_seeds,5.0
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,test_c_index_mean,0.7701870335106001
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,test_c_index_std,0.026441028021870424
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,test_auc_at_200_mean,0.9094807566171201
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,test_auc_at_200_std,0.04375571205396397
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,test_auc_at_300_mean,0.835702582592929
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,test_auc_at_300_std,0.05729850876019029
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,test_auc_at_400_mean,0.8030902754758589
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv,test_auc_at_400_std,0.07361544477965631
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,n_rows,415.0
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,n_seeds,1.0
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,test_c_index_mean,0.7776073619631901
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,test_c_index_std,
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,test_auc_at_200_mean,0.9143356643356644
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,test_auc_at_200_std,
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,test_auc_at_300_mean,0.8421052631578947
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,test_auc_at_300_std,
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,test_auc_at_400_mean,0.8313043478260869
xgb_aft,survival,fs_cv,300,1,1,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T185120Z,test_auc_at_400_std,
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,n_rows,415.0
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,n_seeds,5.0
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,test_c_index_mean,0.7701870335106001
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,test_c_index_std,0.026441028021870424
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,test_auc_at_200_mean,0.9094807566171201
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,test_auc_at_200_std,0.04375571205396397
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,test_auc_at_300_mean,0.835702582592929
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,test_auc_at_300_std,0.05729850876019029
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,test_auc_at_400_mean,0.8030902754758589
xgb_aft,survival,fs_cv,300,1,5,415,out/runs/survival/xgb_aft__survival__N300__A2.2_b1__fs_cv__20260516T193109Z,test_auc_at_400_std,0.07361544477965631
