seed,inner_cv_score,tune_objective,test_f1,test_accuracy,test_precision,test_recall,test_n,test_roc_auc,test_auc_0MC,test_auc_AR
1,0.8280242073519384,f1,0.8333333333333334,0.8,0.8928571428571429,0.78125,50.0,0.8125,0.9666666666666667,0.8148148148148149
2,0.8249289891395154,f1,0.8648648648648649,0.8,0.7619047619047619,1.0,50.0,0.8541666666666667,1.0,0.8417849898580121
3,0.8438912270193303,f1,0.8169014084507042,0.74,0.7435897435897436,0.90625,50.0,0.8072916666666666,1.0,0.7876543209876543
4,0.8439986638099846,f1,0.8064516129032258,0.76,0.8333333333333334,0.78125,50.0,0.8385416666666667,1.0,0.8123456790123457
5,0.8474432161909476,f1,0.8266666666666667,0.74,0.7209302325581395,0.96875,50.0,0.8246527777777778,1.0,0.7916666666666667
