seed,inner_cv_score,tune_objective,test_n,test_n_events,test_c_index,test_auc_at_200,test_f1_at_200,test_auc_at_300,test_f1_at_300,test_auc_at_400,test_f1_at_400,test_c_index_0MC,test_c_index_AR
1,0.938065181271781,auc_at_N,83.0,37.0,0.7837423312883436,0.9178321678321678,0.5714285714285714,0.8437001594896332,0.7111111111111111,0.8400000000000001,0.7755102040816326,,0.7689030883919062
2,0.9264270383773858,auc_at_N,83.0,37.0,0.7594984802431611,0.8541666666666667,0.6046511627906976,0.7885662431941923,0.6976744186046512,0.8077803203661328,0.7555555555555555,0.4411764705882353,0.7756041426927502
3,0.9190170010170011,auc_at_N,83.0,37.0,0.7710027100271003,0.9818181818181818,0.5,0.8543543543543544,0.6521739130434783,0.7455357142857144,0.68,,0.7554151624548736
4,0.9054421901848373,auc_at_N,83.0,37.0,0.7964071856287425,0.9444444444444444,0.5909090909090909,0.9305555555555556,0.6666666666666666,0.854895104895105,0.7391304347826086,0.9428571428571428,0.7803837953091685
5,0.9258701913334267,auc_at_N,83.0,37.0,0.7742663656884876,0.8977272727272727,0.5365853658536586,0.8120915032679739,0.7272727272727273,0.8208695652173913,0.7755102040816326,0.9487179487179487,0.7555803571428571
