cell_name,cohort,dqdv_peak_v_c5_dis,dqdv_peak_v_shift_c1c5_dis,dqdv_charge_discharge_hysteresis_c5,dqdv_cosine_sim_c1c5_dis
0MC2-260312-026,0MC,3.58999999999988,-0.022689999999997656,0.26995000000010627,0.9985550757915301
0MC20-250703-R002,0MC,3.645999999999874,0.0,0.29150000000009024,0.9824806818081009
0MC20-251121-R001,0MC,3.5767999999998814,-0.05409999999999382,0.3680000000000856,0.9964810240895378
0MC20-251126-R001,0MC,3.627599999999876,0.063599999999993,0.43370000000007725,0.9927865926884923
0MC20-251126-R002,0MC,3.581599999999881,-0.027999999999996916,0.4352000000000764,0.9950447786724015
0MC20-251126-R003,0MC,3.580999999999881,-0.06099999999999328,0.4278000000000737,0.9927032905617842
0MC20-251204-R001,0MC,3.6759999999998705,0.06299999999999306,0.16420000000010893,0.9988676376292966
0MC20-251209-R001,0MC,3.5679999999998824,-0.012999999999998568,0.2721000000000937,0.9992552565083762
0MC20-251216-R002,0MC,3.5589999999998834,-0.023999999999997357,0.2569000000000905,0.9990290946309773
0MC20-251216-R003,0MC,3.5828999999998805,-0.012899999999998801,0.24340000000009976,0.9987044163669231
0MC20-260128-R001,0MC,3.6007999999998788,-0.03209999999999624,0.15200000000010716,0.9986142052833091
0MC20-260129-R001,0MC,3.621899999999876,-0.0026999999999999247,0.12430000000010999,0.9990580847799447
0MC20-260203-R001,0MC,3.607699999999878,-0.018999999999997907,0.1464000000001069,0.998398343153305
0MC40-260115-R001,0MC,3.642999999999874,0.014999999999998348,0.14670000000010575,0.9989459958142465
0MC40-260206-R001,0MC,3.505999999999889,-0.00869999999999882,0.1856000000000857,0.9994299552043114
0MC40-260216-R001,0MC,NaN,NaN,NaN,NaN
0MC40-260225-R001,0MC,3.6268999999998757,-0.010999999999998789,0.18120000000008973,0.9990203011113695
0MC40-260226-R001,0MC,3.641899999999874,0.014999999999998348,0.17950000000008792,0.9991020993209501
0MC6-260107-R002,0MC,3.5959999999998793,-0.014999999999998348,0.22750000000009774,0.9951424382363511
0MC6-260107-R003,0MC,3.6026999999998783,-0.007199999999999207,0.2722000000000908,0.992885139112082
0MC6-260107-R004,0MC,3.6268999999998757,-0.0029999999999996696,0.20870000000008426,0.9992136125994329
0MC6-260107-R005,0MC,3.626999999999876,0.06199999999999317,0.20800000000009566,0.9988572200935261
0MC6-260107-R006,0MC,3.626999999999876,-0.004999999999999449,0.20450000000010116,0.999215123366527
0MC6-260107-R007,0MC,3.5599999999998833,-0.0029999999999996696,0.2801000000000915,0.9990327634705524
0MC6-260107-R008,0MC,3.551999999999884,-0.05199999999999427,0.28580000000009864,0.9960132747429298
0MC6-260107-R009,0MC,3.5509999999998842,-0.05199999999999427,0.29170000000009866,0.996656610701973
0MC6-260108-R001,0MC,3.617869999999877,-0.012709999999998445,0.07711000000009527,0.995817830183713
0MC6-260119-R001,0MC,3.615939999999877,-0.01769999999999783,0.07965000000009548,0.9952130691345988
0MC6-260119-R002,0MC,3.599999999999879,-0.009999999999998899,0.2255000000000944,0.9984755917030345
0MC6-260119-R003,0MC,3.607999999999878,-0.02259999999999751,0.21510000000009466,0.9984699543941368
0MC6-260119-R004,0MC,3.607999999999878,-0.022999999999997467,0.1430000000001015,0.9985635036790775
0MC6-260119-R005,0MC,3.626999999999876,-0.007999999999999119,0.20360000000009393,0.9984672424729509
0MC6-260119-R006,0MC,3.615879999999877,-0.02071999999999763,0.08039000000009322,0.9952562339072502
0MC6-260120-R006,0MC,3.6196999999998765,-0.0042999999999997485,0.1969000000000949,0.9989214007565445
0MC6-260121-R001,0MC,3.608599999999878,-0.008999999999999009,0.2290000000000929,0.9985593001986359
0MC6-260121-R002,0MC,3.5919299999998797,-0.026839999999996866,0.24442000000009623,0.9984315614034128
0MC6-260121-R003,0MC,3.608599999999878,-0.009399999999998965,0.1453000000001028,0.9984642132994622
0MC6-260121-R004,0MC,3.5878199999998803,-0.02208999999999728,0.24806000000009565,0.9988185841657399
0MC6-260122-R004,0MC,3.6019999999998786,0.0009999999999998899,0.23450000000009874,0.9984170084500467
0MC6-260122-R005,0MC,3.5849999999998805,-0.014799999999997926,0.24570000000009884,0.9986604356131711
0MC6-260122-R006,0MC,3.598599999999879,-0.016899999999997917,0.23720000000009955,0.9985853866301788
0MC6-260123-R003,0MC,3.6174999999998767,-0.007599999999999163,0.18960000000007993,0.9987299710369175
0MC6-260123-R004,0MC,3.596979999999879,-0.014969999999998596,0.2318000000000966,0.9985442573047566
0MC6-260123-R006,0MC,3.5869299999998803,-0.019989999999997732,0.2009300000001022,0.9982979571126972
0MC6-260123-R007,0MC,3.6187999999998763,-0.0029999999999996696,0.2307000000001036,0.9983446495662276
0MC6-260127-R002,0MC,3.6028399999998784,-0.015919999999998602,0.2290500000000999,0.9981973100921228
0MC6-260127-R003,0MC,3.5918699999998798,-0.013039999999998386,0.2443900000000978,0.998582843713093
0MC6-260127-R005,0MC,3.606659999999878,-0.006149999999999434,0.22293000000009577,0.9991370897470541
0MC6-260209-R001,0MC,3.5857999999998804,-0.025199999999997225,0.23250000000009807,0.9985469354062044
0MC6-260211-R002,0MC,3.608829999999878,-0.008049999999999002,0.2226700000000963,0.9978077546604701
0MC6-260211-R003,0MC,3.6109299999998776,-0.0069299999999992146,0.21635000000009486,0.9987059861372389
0MC6-260211-R005,0MC,3.599859999999879,-0.003009999999999735,0.23515000000009678,0.9984160366167164
0MC6-260212-R004,0MC,3.6047999999998783,-0.01712999999999809,0.2226900000000973,0.9985181895958404
0MC6-260212-R007,0MC,3.623979999999876,0.003269999999999662,0.20263000000009246,0.9987640738014388
