seed,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,aft_loss_distribution,aft_loss_distribution_scale
1,525,10,0.011760418129261947,0.7088767908681156,0.6056917322931449,normal,0.866308797333932
2,225,6,0.01160719391556324,0.6898749396857933,0.644876397663965,normal,1.4688947213563595
3,250,2,0.014540440288567475,0.7530871949609224,0.6309411534696594,normal,1.3831866746563366
4,100,10,0.016332876692364304,0.9860533436110861,0.9966260614010556,normal,1.4506390972255416
5,500,8,0.0018307195072919395,0.9400356752601522,0.9909190730590642,logistic,1.0556080421666865
