seed,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_lambda
1,175,2,0.003954219336013431,0.9422747296861078,0.7189317169269414,3,0.007806082608584194,0.0010312844732201418
2,475,2,0.0011885763066304018,0.805227078783451,0.5294847621310013,3,0.00020671912098860573,0.19423267202653363
3,175,2,0.22967366481754042,0.9812971750850954,0.5004053525351955,1,0.34687851961583166,4.579997703947327
4,50,2,0.0063525239530176966,0.5186451560623314,0.602303266759322,1,0.00014225812220558444,5.823462698196999
5,75,2,0.0010131359989827284,0.8835722877810089,0.6523833785569109,1,0.005118272599333578,0.18696576668983084
