seed,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_lambda
1,125,2,0.005095039885838613,0.8061785100353621,0.9630713642470776,7,0.00416708633796948,1.1604896319717914
2,150,5,0.004634656386339557,0.6617487118341799,0.9221355351006352,5,0.018266097405479513,0.5475528002625302
3,350,3,0.0015884804956593493,0.7896392945532056,0.9071886361253493,9,0.0008000064730823727,0.005026966776994544
4,450,2,0.004934009835753847,0.8635193692811741,0.6208113822610593,8,0.0001309361594197746,0.02139986158570808
5,125,7,0.004629310889029827,0.5910444770091293,0.8546310794858348,7,0.07825059189652914,0.020667940047809624
