seed,inner_cv_score,tune_objective,test_f1,test_accuracy,test_precision,test_recall,test_n,test_roc_auc,test_auc_0MC,test_auc_AR
1,0.8600726086227576,f1,0.8533333333333334,0.78,0.7441860465116279,1.0,50.0,0.8480902777777778,0.7666666666666667,0.8641975308641976
2,0.8542293132896199,f1,0.8611111111111112,0.8,0.775,0.96875,50.0,0.875,1.0,0.8864097363083164
3,0.8521716530174566,f1,0.8311688311688312,0.74,0.7111111111111111,1.0,50.0,0.9036458333333334,0.8666666666666667,0.9
4,0.8559925237410024,f1,0.8235294117647058,0.76,0.7777777777777778,0.875,50.0,0.8142361111111112,0.6666666666666667,0.8333333333333333
5,0.8536907257661974,f1,0.8421052631578947,0.76,0.7272727272727273,1.0,50.0,0.8602430555555556,1.0,0.8784722222222222
