seed,inner_cv_score,tune_objective,test_f1,test_accuracy,test_precision,test_recall,test_n,test_roc_auc,test_auc_0MC,test_auc_AR
1,0.8508784505255094,f1,0.8484848484848485,0.8,0.8235294117647058,0.875,50.0,0.888888888888889,0.9666666666666667,0.8518518518518519
2,0.8760173594998392,f1,0.84375,0.8,0.84375,0.84375,50.0,0.8559027777777777,1.0,0.8620689655172414
3,0.8733715987601404,f1,0.782608695652174,0.7,0.7297297297297297,0.84375,50.0,0.8368055555555555,0.8,0.8716049382716049
4,0.8685807090512971,f1,0.8,0.74,0.7878787878787878,0.8125,50.0,0.8854166666666667,0.8666666666666667,0.8814814814814815
5,0.8731737139300163,f1,0.8484848484848485,0.8,0.8235294117647058,0.875,50.0,0.8524305555555555,1.0,0.8356481481481481
