model,mae,mae_q1,mae_q2,mae_q3,mae_q4,mape,medae,r2,rmse,runtime_s
ebm_regressor,131.72444828612365,105.54708958243478,111.952943027528,73.24884170985146,228.32420764119365,1.287550882592,88.61380806129394,0.37239438407462305,174.19463195268952,381.91214895248413
rsf,143.31052631578947,146.06,159.66666666666669,128.2888888888889,139.35999999999999,1.51041866549578,120.5,0.3044737473470189,182.80209384629444,39.75252227783203
xgb_regressor,123.43700403996108,94.3631101184471,93.84925142575192,64.87608919806026,231.84469867197413,1.2802205535944513,84.32069723331897,0.3927275134989374,171.28682775489068,44.20604577064514
