seed,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,aft_loss_distribution,aft_loss_distribution_scale
1,150,4,0.034812879491182995,0.9136769609977616,0.714117694830682,normal,0.6170333431629722
2,375,8,0.0087276758816561,0.6910414353316844,0.5419413587638907,normal,0.8985839327018504
3,250,7,0.04319509896895389,0.6527906305749985,0.9195547177710943,normal,0.7620034942660233
4,250,10,0.04257469775615581,0.7115937169702998,0.8513576407560848,normal,0.5092327559384427
5,150,9,0.013750585852137183,0.9629337886562193,0.745989494544531,normal,0.8730907569779702
