seed,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,aft_loss_distribution,aft_loss_distribution_scale
1,275,3,0.05334010139192944,0.7794047974354329,0.8419312026453799,normal,1.121347026638265
2,600,3,0.03976391447226568,0.6047797147139755,0.86110839050273,normal,0.6982127947703337
3,400,6,0.009945669119239192,0.7118246119499646,0.939194708979462,normal,0.922134951897909
4,50,5,0.009705981847987287,0.5062047283777629,0.7144488773349719,logistic,1.1440752230995135
5,500,9,0.007089207739318245,0.8115490450086951,0.6755069432349502,normal,0.8455375019349787
