seed,inner_cv_score,tune_objective,test_f1,test_accuracy,test_precision,test_recall,test_n,test_roc_auc,test_auc_0MC,test_auc_AR
1,0.846521164021164,roc_auc,0.8571428571428571,0.8,0.7894736842105263,0.9375,50.0,0.8715277777777778,0.7666666666666667,0.9166666666666666
2,0.847579365079365,roc_auc,0.8656716417910447,0.82,0.8285714285714286,0.90625,50.0,0.8871527777777779,1.0,0.896551724137931
3,0.8547883597883598,roc_auc,0.8611111111111112,0.8,0.775,0.96875,50.0,0.8680555555555555,0.9333333333333333,0.8641975308641976
4,0.864153439153439,roc_auc,0.8529411764705882,0.8,0.8055555555555556,0.90625,50.0,0.8263888888888888,0.8,0.8320987654320988
5,0.859047619047619,roc_auc,0.835820895522388,0.78,0.8,0.875,50.0,0.8680555555555556,1.0,0.8981481481481481
