w_rsf,w_xgb_aft,w_lifelines_cox,w_lifelines_weibull_aft,c_mean,c_std
0.4,0.0,0.4,0.2,0.7838087783003018,0.020686023522918102
0.30000000000000004,0.6000000000000001,0.0,0.1,0.7838079781742785,0.018581522821008736
0.30000000000000004,0.5,0.0,0.2,0.7834773744770903,0.015699805501398524
0.5,0.1,0.0,0.4,0.7833861284227732,0.01735430955407189
0.5,0.0,0.2,0.30000000000000004,0.7831830883897192,0.02034485465009467
0.30000000000000004,0.30000000000000004,0.2,0.2,0.7829629830816583,0.01504816060484565
0.5,0.1,0.1,0.30000000000000004,0.7829396758701888,0.016873733124618172
0.30000000000000004,0.4,0.0,0.30000000000000004,0.7827343289367592,0.012552058126948555
0.2,0.30000000000000004,0.4,0.1,0.7823963368256811,0.017582327224621587
0.30000000000000004,0.5,0.2,0.0,0.7822833865672705,0.017264862948915438
0.30000000000000004,0.1,0.4,0.2,0.7820147591664572,0.016626439284404233
0.4,0.2,0.1,0.30000000000000004,0.7820068018393048,0.01588711518397261
0.30000000000000004,0.0,0.5,0.2,0.781970088616367,0.01866841354205681
0.4,0.2,0.0,0.4,0.7818587089696342,0.014964424230308974
0.30000000000000004,0.2,0.30000000000000004,0.2,0.7816021656109466,0.015889843522680212
0.30000000000000004,0.6000000000000001,0.1,0.0,0.7814651278213856,0.01916762621978657
0.4,0.1,0.2,0.30000000000000004,0.781336901896711,0.01775067164101811
0.30000000000000004,0.7000000000000001,0.0,0.0,0.7812974662993566,0.01868452824888199
0.30000000000000004,0.30000000000000004,0.0,0.4,0.7812876422775586,0.01244054166593216
0.4,0.0,0.30000000000000004,0.30000000000000004,0.7812113508680979,0.017412927629047427
0.5,0.0,0.0,0.5,0.7810584499501966,0.016416151520799938
0.5,0.0,0.1,0.4,0.7810571881442305,0.01743995835100599
0.4,0.1,0.0,0.5,0.780993482440212,0.014342910056059642
0.2,0.4,0.30000000000000004,0.1,0.780822402221587,0.02132464164644775
0.30000000000000004,0.30000000000000004,0.1,0.30000000000000004,0.780801706667161,0.01347561664173949
0.2,0.4,0.4,0.0,0.7803669177374883,0.020819377753282912
0.30000000000000004,0.2,0.0,0.5,0.7803585843378229,0.0122018123101155
0.2,0.7000000000000001,0.0,0.1,0.7802862944807702,0.019976971809171764
0.4,0.1,0.1,0.4,0.7799549568170743,0.016070971756430154
0.2,0.6000000000000001,0.1,0.1,0.7799454235959038,0.02172096670877159
0.2,0.5,0.2,0.1,0.7798465468749871,0.02215401963782501
0.2,0.30000000000000004,0.30000000000000004,0.2,0.7798259643997769,0.016377857555967455
0.2,0.2,0.4,0.2,0.7798037741954351,0.014391300658428051
0.2,0.2,0.30000000000000004,0.30000000000000004,0.7797977107110378,0.013955111605871063
